document,summary,id
"His correspondents included David Lloyd George, William Gladstone, Rudyard Kipling, George Bernard Shaw and Arthur Conan Doyle.
And on his death 100 years ago, obituaries were effusive in their praise, calling him the last of the great Victorians.
You would be forgiven for the name Charles Darwin popping into your head - but you would be wrong.
The theory of evolution by natural selection was published jointly between Darwin and Monmouthshire-born Alfred Russel Wallace, whose interest in natural history developed when he moved to Neath and worked as a land surveyor with his brother.
But while today Darwin is a household name synonymous with the theory, Wallace struggles to gain anywhere near the recognition of his friend.
This is illustrated by an appeal this year to raise funds for a life-sized bronze statue to honour Wallace - it only reached half of its Â£50,000 target.
Wallace expert Dr George Beccaloni, who is a curator at the Natural History Museum where the statue would stand, said: ""We have enough money to pay for a torso and arms at the moment.
""There are hundreds of Darwin statues and busts but there's not even a bust of Wallace.
""There's a side-profile roundel on the wall at Westminster Abbey - not far from Darwin's grave. There's not a lot else.""
Interestingly, Wallace was not overlooked during his lifetime and was awarded the Order of Merit, the highest honour that could be given by the British monarch to a civilian.
His correspondents included some of the most significant politicians in recent British history, and celebrated authors and poets.
""He was extremely famous and possibly the most famous scientist and one of the most famous people in the world when he died (in 1913),"" said Dr Beccaloni.
""There were very long, glowing obituaries in all the world's papers from Bombay to Boston saying he was the last of the great Victorians.
""One of the papers said only a great ruler would have had the sort of level of obituary recognition as Wallace.""
He said Darwin was more famous but died many years before Wallace leaving Wallace to go on and become ""the most famous living biologist in Britain"".
So where did it go wrong for Wallace's reputation?
Prof Jim Costa, director of a biological research station in North Carolina, USA, and an expert on both men, says part of the problem appears to be that Wallace failed to promote his role in formulating the theory as effectively as Darwin.
While they had jointly published the theory of evolution by natural selection in a paper in August 1858, it was Darwin's On the Origin of Species the very next year that truly grabbed the public's imagination.
Even one of Wallace's own books appeared to pass on the credit for the discovery. It was called 'Darwinism: An Exposition of the Theory of Natural Selection with Some of Its Applications'!
Prof Costa said another factor was what became known as the ""eclipse of Darwinism"", when natural selection fell out of favour in the late 19th Century.
By the time it was revived in the 1930s, neither man was around and the world was a very different place.
""I think when this idea was resurrected in 1930 there was a new generation and they very much had Darwin on their minds,"" said Prof Costa.
""Wallace I think had a role in this - his book 'Darwinism' for example. He tended to downplay his role in public forums and that just didn't serve him well.
""When it [natural selection] was resurrected, it was always associated with Darwin.""
He said when evolutionary biology really took off in the 1940s, the history of the discovery had been largely forgotten.
A Darwin ""industry"" developed and, said Prof Costa, it viewed Darwin as the ""great visionary"".
While little has changed since in terms of public acclaim, there are signs that Wallace's work is gaining more recognition in certain circles.
A series of events are being held around the world to commemorate the centenary of Wallace's death this year under the Wallace100 banner.
These include an exhibition in Swansea, a lecture in Berlin and a two-day conference in Malaysia.
Comedian Bill Bailey recently unveiled a restored portrait of Wallace at the Natural History Museum and has also filmed a two-part documentary for the BBC about Wallace.
Thousands of Wallace's letters have been put online for the first time, including correspondence with Darwin about evolution by natural selection.
There is even hope for the statue with renewed efforts being made to raise the rest of the money by August.
But gaining the same level of acclaim as Darwin is another matter.
""I think that in the popular imagination, it would be very, very difficult. It's indelibly Darwin and monkeys,"" said Prof Costa.
""I don't think there's much we can do about that but I do think he will emerge from relative eclipse by Darwin, certainly in the broad academic world and the world of naturalists.
""He contributed so much.""","He jointly came up with the theory of evolution by natural selection, corresponded with the great and good of society, and was given the highest honour possible from a British monarch.",21549079
"""It was extraordinary to have found yourself a symbol of freedom of expression, though for the wrong reasons,"" the 73-year old Bogdanov tells the BBC World Service's Witness programme on the 30th anniversary of his trial.
Accused of procuring an act of ""gross indecency"" likely to cause offence for his production of The Romans in Britain at London's National Theatre, Bogdanov says he felt ""enormous relief"" when the case collapsed and the prosecution withdrew its evidence on the third day of the hearing.
He also says he felt ""very angry"" that the private prosecution brought by the morality campaigner Mary Whitehouse had been allowed to happen at all.
Mrs Whitehouse, he says, ""confused reality with an illusion"" on the stage. If he had been convicted, Bogdanov could have been jailed for up to three years.
Written by the playwright Howard Brenton, The Romans in Britain, which opened in London in October 1980, was always likely to provoke controversy.
With vivid imagery, strong language and violence, the play sought to draw graphic parallels between the Romans' invasion of the British Isles and the presence at the time of British soldiers on the streets of Northern Ireland.
But it was one short scene involving the attempted rape of a young Druid called Marban by a Roman soldier (""a metaphor for the rape of one culture by another,"" according to the director), that eventually landed Bogdanov in court.
When he was first handed the play by the National's then artistic director, Sir Peter Hall, Bogdanov says he thought it contained some of the best new writing he had read. The attempted rape scene, to be performed with naked actors in full light and centre-stage, was ""brilliantly written"".
But though nudity was not uncommon on the stage - and Bogdanov was careful that no sexual contact was actually made between the actors (the Roman used his bunched up fist and thumb as a substitute for his erect penis) - Sir Peter was clearly worried. He asked Bogdanov to consider moving the scene upstage, in half light.
The director stood his ground, arguing the scene's artistic merit. Sir Peter eventually acceded, but not before warning that there could be trouble ahead.
Though playing to packed audiences, the play's nudity and strong language attracted fervent media attention. But more ominously, it quickly came to the notice of Mrs Whitehouse, then head of the National Viewers and Listeners' Association.
She refused to attend a performance in person but in December 1980 sent her solicitor to watch the play in order to collect evidence. He came back convinced there had been a sexual act on stage likely to cause offence.
Listen to the programme
Download the podcast
Having tried and failed to force the Attorney General to initiate a prosecution against the National, the morality campaigner then began her own proceedings under the 1956 Sexual Offences Act, accusing Bogdanov of being the ""pimp"" who had allegedly procured the act on stage.
Three decades on, Bogdanov's memories of those days are still vivid. He and his colleagues had initially dismissed the possibility of being taken to court, believing their defence of dramatic effect would be enough to discourage a prosecution. But a magistrate and then an Old Bailey judge both ruled that the case should be heard.
Bogdanov became increasingly concerned: ""I can't pretend it was easy, it felt like some huge juggernaut rolling over me, especially when they spent hours discussing whether I should be kept in the cells overnight,"" he says.
Anonymous letters arrived at the family home, while his children became the object of unwanted attention at school. ""At one point I was the only thing on the front pages.""
The collapse of Bogdanov's trial three days after it began was one more act in the long-running drama of The Romans in Britain.
Keen to establish what Mrs Whitehouse's solicitor, and chief prosecution witness, had actually seen on stage, Bogdanov's defence team asked him to tell the jury where he had been sitting in the theatre. ""At the back,"" came the answer - much to everyone's amazement.
Lord Hutchinson, lead defence counsel, leapt up: ""What if I told you that what you thought you saw was not an erect penis, but a thumb?"" And he proceeded to bunch up his fist and thumb under his robes, pulling them aside to reveal his hand to the witness and jury.
Bogdanov, looking on from the dock, says members of the jury burst out laughing, while the prosecution barrister went pale and immediately requested an adjournment. The prosecution withdrew its evidence, and the court set Bodganov free.
Outside the court, Mrs Whitehouse claimed victory. The case, she said, had set an important legal precedent that the Sexual Offences Act could be applied to events on stage and that simulated sex could amount to gross indecency.
But for Bogdanov, the play that got him into trouble has left other lessons. The Romans in Britain, he says, is just one in a long line of stage productions down the years that have caused controversy.
""The thing that gives me most pleasure is that the theatre still has the power to shock,"" he says.
Mike Lanchin spoke to Michael Bogdanov for the BBC World Service programme Witness. Listen to the programme at 0950 GMT on the BBC World Service,via i-playerordownload the podcast.","Thirty years after he went on trial at London's Old Bailey for staging an act of simulated male sex in the play The Romans in Britain, the renowned British theatre director Michael Bogdanov, says he is proud to have been ""among those people willing to stand up and be counted"".",17339182
"Accountancy firm PricewaterhouseCoopers (PwC) said security has been beefed up at the residences of Brian Cullinan and Martha Ruiz following the mistake.
Celebrity website TMZ.com said the pair were in fear of their lives.
On Wednesday it emerged they will not be employed to do the Oscars job again.
But TMZ.com reported that they will not lose their accountancy jobs.
PwC spokeswoman Carey Bodenheimer said that they had been given protection after their home addresses and photos of their families were published in the media.
This is why both PwC accountants have been banned
How did the Oscars mistake happen?
Nine epic awards fails
On Sunday La La Land was mistakenly named best picture instead of winner Moonlight.
The team behind La La Land were interrupted mid-acceptance speech before the real winner was revealed.
It has been described as the biggest mistake in 89 years of Academy Awards history.
Mr Cullinan mistakenly handed the wrong envelope to the two presenters, Warren Beatty and Faye Dunaway.
They were given the back-up envelope for best actress in a leading role - rather than the envelope which contained the name of the winner for the best film.
PwC counts the votes and organises the envelopes. It has apologised for the mix-up.
Academy President Cheryl Boone Isaacs on Wednesday said that the relationship with PwC was now under review.
Mr Cullinan tweeted a picture of best actress winner Emma Stone minutes before handing the presenters the wrong envelope, and Ms Boone Isaacs blamed ""distraction"" for the error.",The two accountants who muddled up the main award envelopes at Sunday's Oscars ceremony have been given bodyguards following reports they have received death threats on social media.,39148836
"Christine Lacson Abad, 27, of Cary, North Carolina, was charged with arranging a child sex offence, attempting to groom a 15-year-old in Wrexham and two more sex offences.
But the Crown Prosecution Service said it was no longer pursuing the case.
It said the decision followed further information from North Wales Police.
A spokesman for the CPS added: ""Having undertaken this review, it is not now considered that there is a realistic prospect of obtaining a conviction and accordingly, a decision has been made to stop the proceedings.""",An American woman accused of travelling thousands of miles to commit a child sex offence in north Wales has been cleared after her case was dropped.,38856072
"Police say the Arena clan made money by providing services at Isola di Capo Rizzuto in Italy's far south and siphoning off state funds.
The clan is alleged to have hidden behind a local Catholic charity which officially runs the centre.
The claims came to light on Monday, when officers arrested 68 people, including a local priest.
Another of those arrested was Leonardo Sacco, head of the Catholic Misericordia association that is supposed to control the Sant'Anna Cara immigrant centre. The centre holds 1,500 people at a time.
It is alleged the Arena clan, part of the powerful 'Ndrangheta crime syndicate, may have taken more than a third of the €100m ($109m/£85m) destined for the centre in the past 10 years.
The priest, named as Edoardo Scordio, had received €132,000 already this year for ""spiritual services"", an assistant prosecutor alleged.
Police in Catanzaro, a city in the southern Calabria region, said more than 500 agents were involved in the arrests of suspects ""accused of mafia association, extortion, carrying illegal weapons, fraud, embezzlement to the detriment of the state, (and) theft"".
The arrests come two years after L'Espresso magazine published an investigation, alleging funds were being stolen and managers were making money by starving the migrants who lived there.
A year earlier, it was alleged the number of migrants said to be living at the centre had been greatly over exaggerated, while in 2013 a health inspection found asylum seekers were being fed small portions of out-of-date food.
Police believe the clan, through Mr Sacco, was awarding contracts, including for food supplies, to other members of the 'Ndrangheta syndicate, as well as setting up its own associations.
According to Rosy Bindi, the head of parliament's anti-mafia commission, the centre had effectively been transformed into ""a money printing operation for organised crime"".
""This operation shows the ability of the mafia to take advantage of the weaknesses and fragility of our times with its predatory and parasitic approach,"" she added.","One of Italy's largest migrant centres has been in the hands of the mafia for more than a decade, police have said.",39922085
"Reverend Irene Wilson was leaving Holy Trinity Church in Hull at 13:30 BST on 7 August when her vehicle was targeted.
Jay Desborough, 17, and Leon Wrigglesworth, 13, both from the city, were each given a 24-month detention and training order in a young offenders institute at the city's youth court.
Rev Wilson said it had ""affected myself and the work that I do"".
The pair had only known each other for a week before carrying out the carjacking, the court heard.
As well as having her car stolen, Rev Wilson's handbag containing Â£250 in cash and a laptop computer were also taken.
In court, the vicar described how her daughter, who she was speaking to on the phone at the time of the attack, was ""still traumatised from hearing my screams"".
Robin Smith, the solicitor defending Desborough, told the court the teenager had asked a family member to send an apology letter and a bouquet of flowers to the vicar as an apology.
But Rev Wilson, who was in court, confirmed it had not happened.
The vicar said she had ""at all times tried to understand the culprits"" and asked people to ""pray for the two young men, that they will make a positive decision"".
Sally Robinson, the Crown Prosecution Service's reviewing lawyer, said: ""This was a shocking attack carried out in broad daylight on a respected community figure.
""Our thoughts remain with Rev Wilson as she continues to recover from the effects of this crime.""
Chairman of the bench Vincent Bergin lifted a ban on naming the teenagers.
Desborough, who was aged 16 at the time of the attack, admitted to one charge of robbery at a previous hearing.
Wrigglesworth denied robbery but was found guilty following a trial.
He was also convicted of 15 other offences.","Two boys who dragged a vicar out of her car in a ""shocking attack"" as she left a church service have been sentenced.",37421385
"The town is home to the prestigious Leander Club, which has trained more than 100 Olympic medal-winning rowers.
Prime Minister David Cameron previously said the plan was a ""very good idea"".
Royal Mail spokesman Simon Fellman said: ""We're delighted to do it and we're pleased so many people are delighted about it.""
The Royal Mail has painted more than 50 postboxes gold following Team GB's gold medal haul at London 2012.
Originally it said it was only painting them in ""winners' home towns, or towns with which they are closely associated"".
Town mayor Elizabeth Hodgkin said: ""We are the home of rowing... I feel very excited about it.
""I think it's wonderful news, it's a great thing for the town.""
Mr Fellman said: ""It's almost like the torch has come again. It's a piece of the Olympics coming back to people's doorsteps.
""The support for the boxes, it's kind of like the new tourist attraction. It's fantastic and I think people have really taken it to their hearts.""
The Henley-on-Thames postbox was painted on Friday.
The town is holding a victory bus parade for more than 24 Olympians on 25 August, along with a civic reception.",The Royal Mail has painted a postbox gold in the Oxfordshire town of Henley-on-Thames - in recognition of its medal winning rowing club.,19296638
"Monarchs are the only insects to migrate such a vast distance.
So, by teaming up with biologists, mathematicians set out to recreate the internal compass they use to navigate on that journey.
The findings are published in the journal Cell Reports.
Lead researcher Prof Eli Shlizerman, from the University of Washington, explained that, as a mathematician, he wants to know how neurobiological systems are wired and what rules we can learn from them.
""Monarch butterflies [complete their journey] in such an optimal, predetermined way,"" he told BBC News.
""They end up in a particular location in Central Mexico after two months of flight, saving energy and only using a few cues.""
Prof Shlizerman worked with biologist colleagues, including Steven Reppert at the University of Massachusetts, to record directly from neurons in the butterflies' antennae and eyes.
""We identified that the input cues depend entirely on the Sun,"" explained Prof Shlizerman.
""One is the horizontal position of the Sun and the other is keeping the time of day.
""This gives [the insects] an internal Sun compass for travelling southerly throughout the day.""
Having worked out the inputs for this internal compass, Prof Shlizerman then created a model system to simulate it.
This consisted of two control mechanisms - one based on the timekeeping ""clock"" neurons in the butterflies' antennae and the other from what are called azimuth neurons in their eyes. These monitor the position of the Sun.
""The circuit gets those two signals then matches them, according to how it's wired, to control signals that tell the system if a correction is needed to stay on the correct course,"" explained Prof Shlizerman.
""For me this is very exciting - it shows how a behaviour is produced by the integration of signals,"" he added.
""We can take these concepts to produce robotic versions of these systems - something [that is] powered by and that navigates by the Sun.""
Prof Shlizerman said that one of his team's goals was to build a robotic monarch butterfly that could follow the insects and track their entire migration.
""It's a very interesting application that could follow the butterflies and even help maintain them.
""Their numbers are decreasing, so we want to keep this insect - the only one that migrates these huge distances - with us for many years.""
Prof Matthew Cobb from the University of Manchester told BBC News that the study showed that ""something as astounding as the monarch migration can be understood in terms of cellular circuitry"".
""Our current robots are far cruder than even the simplest nervous system,"" he added.
Follow Victoria F on Twitter",Scientists have built a model circuit that solves the mystery of one of nature's most famous journeys - the great migration of monarch butterflies from Canada to Mexico.,36046746
"They range from extra responsibility for off-street parking, through to tourism.
Potentially, though, the most controversial move will be putting politicians in charge of all but the most significant planning decisions.
Councils will be able to accept or reject developments in their own areas.
Currently, if you want to build a new house or erect an extension, you have to apply for permission to the Planning Service, an agency that comes under the umbrella of Stormont's environment department.
Planning officials refer your application to your local council. The councillors can express their opinion on the merits of your application, but the final say rests with the Planning Service.
From April 2015 that responsibility will shift to the councils themselves, meaning elected politicians will make planning decisions.
So is this a positive move, democratising our planning system?
Michael Corr, the creative director of Northern Ireland's architecture and planning centre, PLACE, is optimistic.
Mr Corr already works with councils and government departments, providing advice on new developments like leisure centres.
He told me the move is ""a huge opportunity for the future, which offers local councils an opportunity to develop their own community and development plans"".
But do Northern Ireland's politicians have the necessary skills?
Speaking about voters, Mr Corr said: ""They really want to choose politicians who have the ability and understand urban regeneration and planning issues, because it's those politicians who will be able to make the biggest difference.""
However, not everyone is so upbeat.
Back in the 1960s, local councils in Northern Ireland were accused of discrimination in the allocation of public housing.
Protests, like the one against Dungannon council's allocation of housing in County Tyrone, fuelled the Civil Rights movement.
The environmental group Friends of the Earth warn that a strict code of conduct will have to be rigorously enforced in order to ensure the new councils' handling of planning matters is regarded as fair and transparent.
James Orr, Northern Ireland director for Friends of the Earth, said: ""In terms of property deals and in terms of politicking, we could see a situation not too far away from what happened in the 1960s, where certain communities get planning permission more favourably than other communities.""
Mr Orr is also concerned about what he describes as a ""tradition of close relationships between developers and political parties here"".
He said: ""It's quite easy to see that continuing, where we get a laissez-faire system which says, 'you look after your community and we won't bother engaging in proper democratic planning' . That is a real danger and that's why we need the nuts and bolts of good transparency put in place.""
Friends of the Earth argue that giving politicians more powers with real financial consequences for developers and objectors makes it increasingly important that the public should know who donates to Northern Ireland's political parties.
Some local politicians remain opposed to the move, because they say it could deter donors worried about their personal security.
Others argue that the Â£7,500 limit for declaring donations is largely irrelevant to Northern Ireland, as the Stormont parties don't attract such large amounts.
Under the terms of a law passed earlier this year, it's up to the Northern Ireland Secretary to decide when the time is right to make an order shedding more light on political donations.",Northern Ireland's 11 new district councils are due to get a range of fresh powers when they take over local government from 1 April next year.,27493801
"The company reported a pre-tax profit of £7.2m last year on the back of a 20% jump in sales to £948.9m. The company made a loss of £12.5m in 2013.
Ocado's customer base grew by almost 70,000 to 453,000.
The company has benefited from a tie-up with Morrisons in 2013, and continues to deliver goods from Waitrose.
""We continued to grow ahead of the online grocery market and significantly ahead of the market overall,"" said Ocado's chief executive Tim Steiner.
He added that the agreement with Morrisons, the UK's fourth-biggest supermarket chain, would pave the way for similar deals with other retailers.
The company said the average spend per transaction of its customers was £112.25.
Investors welcomed the landmark profit, with Ocado shares almost 5% higher in afternoon trading.
""After a decade and a half of trying, Ocado has worked out how to deliver baked beans, ice cream, Jaffa Cakes and chipotle chillies without booking a bottom-line loss,"" said Clive Black at retail analyst Shore Capital.
He warned, however, that the company would continue to face high investment costs and weak profits.",Online grocer Ocado has reported a full-year pre-tax profit for the first time since launching in 2000.,31108569
"The world champion has made bad starts to both races and is trailing Mercedes team-mate Nico Rosberg by 17 points after two victories for the German.
Hamilton said his starting problems were ""not a big issue"", adding: ""It is something we'll fix for the next race.""
And he said he was ""actually pretty chuffed"" about finishing third in Bahrain after a first-lap collision.
Hamilton started on pole but was second behind Rosberg by the first corner, where he was hit by Valtteri Bottas's Williams and dropped to seventh.
The damage to his car cost him between 0.8-1.5 seconds a lap but Hamilton fought back to finish third behind Rosberg and Ferrari's Kimi Raikkonen.
Hamilton said his poor start in Australia two weeks ago was caused by a clutch problem and that in Bahrain ""it was not entirely my fault but it was my reaction time that caused the delay"".
Asked whether he was concerned about having to make up ground to Rosberg, just as he did on his way to the title in 2014, he said: ""Don't worry about it - I'm not.""
He added: ""This is a psychological game for sure, but with age and experience I'm in the most solid place I've been. There's very little that can penetrate that.
""We easily had the pace to win. We didn't. We all feel the pain, but I just said to the guys: 'There is a long way to go; let's not worry about it.'
""I know it will come good. We've had two poles and we'll get more.""
Rosberg, whose victory in Bahrain was his fifth victory in a row including the final three races of last season, said: ""I'm just enjoying the moment - fighting for wins, knowing I'm going to be fighting for the win in China. I'm really not looking ahead.""
However, he said Mercedes were concerned about the threat from Ferrari, whose lead driver Sebastian Vettel retired before the start with an engine failure.
""They showed good pace,"" Rosberg said. ""They are close and they haven't shown what they can do because of various mishaps in the races so far.
""They are coming at us strong and we need to be careful.""","Lewis Hamilton said he was ""not worried"" about his difficult start to the Formula 1 season.",35956182
"The Sorrento was travelling to the coastal city of Valencia when the blaze began and quickly got out of control.
The passengers were evacuated from the burning ship on to lifeboats and have been rescued by another ship.
At least three people have been injured and have been taken to hospital by helicopter, Spanish media say. One is reported to be seriously hurt.
The ship was about 27km (17 miles) from Mallorca when the fire broke out on Tuesday afternoon on one of the car decks. The reason for the fire was unclear.
Several ships including two passenger ferries were sent to help. The passengers and crew on the life rafts eventually boarded one of the ferries, the Puglia.
Spanish officials said the rescued passengers were on their way back to Palma de Mallorca and were expected to arrive at the port in a few hours' time. Psychologists were being asked to go to the port to provide counselling.
""Due to the fire that it has suffered, The Sorrento may sink in the position in which it finds itself,"" the Balearic Islands port authority said in a tweet (in Spanish).
The ferry, owned by Italian company Atlantica di Navigazione, sent out distress signals at 13:50 local time (11:50 GMT), said Spain's Ministry of Public Works.
At first, the ministry said the captain did not believe it would be necessary to abandon the ship but the fire became so intense that a full evacuation was called for.","A fire has broken out on a Spanish ferry from Mallorca, forcing some 150 passengers and crew to abandon ship.",32504766
"About 10 hotels, pubs and club houses were also closed, officials said.
Some estimates put Lagos' population at around 20 million, creating a constant background of noise - from the blaring of car horns, to the Muslim call to prayer and loud singing in churches.
The state government has vowed to make the city, the biggest in Africa, noise-free by 2020.
Africa Live: More on this and other news stories
In August, the Lagos State Environmental Protection Agency (LEPA) closed 22 premises after residents complained about noise emanating from them.
Following the latest crackdown, its general manager Bola Shabi said the agency would no longer allow people to pray in makeshift buildings and tents.
Mr Shabi said noise levels had been reduced by about 35%, but this was not a ""pass mark yet"".
""Enforcement is a continuous exercise and we have set a target for ourselves. We want to ensure that Lagos is noise-free by the year 2020,"" he said.
Mr Shabi said mosques complied with their instructions more than churches because when they are ordered to shut down, they ""instantly bring down their speakers or reduce the noise they make''.
Nigerians are extremely religious, with a large number of evangelical churches operating in Lagos.
Christians form the majority in the city.
In 2014, 116 people died when a building owned by popular televangelist TB Joshua collapsed in Lagos.",Authorities in Nigeria's Lagos State have shut 70 churches and 20 mosques in an attempt to reduce high noise levels.,36673985
"The Local Government Information Unit said 94% of the 131 councils it spoke to were intending to put up bills, with their finances at ""breaking point"".
A third of these, 34% in total, intend to hike bills by more than 2% in April.
Councils, many of whom have frozen bills in recent years, say it will not be enough to plug the funding ""gap"" exacerbated by the cost of social care.
But the government says council tax is expected to be lower in real terms at the end of this Parliament than it was in 2010.
Although councils in Wales were included in the survey, the Welsh government has said it will not allow councils to raise bills to pay for social care.
Ministers say they are bringing forward money to help councils pay for social care by increasing the ""precept"" - a supplement that councils are able to charge on bills - from 2% to 5% over the next two years.
Years of cuts to central government funding since 2011 have put pressure on the budgets of the 375 councils in England and Wales, with many paring back core services. Financial pressures on county councils and unitary authorities that provide adult social care have become particularly acute in the past year.
Surrey County Council abandoned controversial plans this week to hold a referendum on a 15% rise in council tax which it said was needed to pay for social care. It will now increase bills by 4.99% - the maximum it can do without holding a public vote.
Labour have accused the government of doing a sweetheart deal with the Tory-controlled council to call off the referendum - claims it denies.
Publishing its research, the Local Government Information Unit said five district councils which do not provide social care had wanted to hold local referendums to sanction council tax rises above 2% but had ""thought better"" of it in recent weeks.
Inflation, as measured by the CPI index, currently stands at 1.6% but is projected to rise to 2.7% next year.
The LGIU said there was growing concern in town halls that the current system of funding local authorities - through a mixture of government grants, council tax and other income streams such as business rates and parking charges - would become unsustainable in the near future.
Of the 163 council chiefs - across 131 local authorities - which responded to its survey, 42% said future cuts would be ""noticed"" by residents while one in 10 feared the situation might become so serious that they would no longer be able to fulfil their councils' legal obligations to provide certain services.
A number of county councils - including Newcastle, North Tyneside, South Tyneside and Sunderland - have already said they will add the full 3% ""social care precept"" to council tax bills next year and many others are expected to follow suit.
Jonathan Carr-West, chief executive of the LGIU, said: ""Local government finances are at breaking point.""
""We see councils around the country patching their budgets by raising council tax, drawing on their reserves and increasing charging. They have very little confidence in the sustainability of the system.
""Councils are allowed to place a 3% precept on council tax to fund adult social care - nine out of 10 of them saying it is not enough money and won't meet the gap. Councils are going to retain 100% of the new business rates - half of councils tell us they think they will be worse off under that new system post-2020.""
He said councils were being frustrated in their efforts to address the problems themselves with revenue-raising measures such as greater scope for charging, local hotel taxes and a re-evaluation of council tax bands ""off the government's agenda"".
""None of these are wild and wacky ideas. They are things that are done in other countries, in the US, France and Spain and they work.
""Here they are not even part of the conversation. That needs to change.""
A spokesman for the Department of Communities and Local Government said: ""Council tax is expected to be lower in real terms at the end of this Parliament than it was in 2010 and we've protected residents by allowing them to veto excessive rises at a local referendum.
""Our historic four-year funding settlement gives local authorities the certainty they need to plan ahead, with almost £200bn available to provide the services that local people most value.
""We've also announced an additional £900m for social care, meaning councils will have £7.6bn of dedicated funding to spend over the four years.""","Scores of local authorities in England plan to increase council tax by up to 5% in 2017-8, according to research.",38929869
"Diabetes UK Cymru says there are now 177,212 people in Wales living with the condition.
It said if the trend continues these figures could rise to 288,000 by 2025.
Launching Diabetes Week, the charity said a lack of education on managing the condition had led to ""devastating"" health complications, including amputations, blindness and strokes.
According to the charity, many cases of type 2 diabetes can be prevented but there is no way of preventing type 1.
Diabetes costs NHS Wales nearly Â£500m a year, it added.
Diabetes UK Cymru's director Dai Williams said: ""Over the last decade we have seen the number of people with diabetes rising at an alarming rate and these latest figures are a stark call to action.
""We must act now or face the very real danger of diabetes devastating the lives of even more people, and threatening to wreck the already over-burdened NHS.""","The number of people with diabetes in Wales has reached an ""all-time high"", a charity has warned.",33128156
"Transport Minister Humza Yousaf said a  new charter arrangement would end the long-running row over seafarers' pay.
The RMT union had claimed some workers on board two freight boats were paid less than Â£4 an hour.
The charter change will see contracted out services return to operator Serco Northlink from next month.
The freight vessels Hellier and Hildasay have been operated by Seatruck, which is contracted to run the service by Serco Northlink.
Seatruck argued the national minimum wage was not applicable to the crew, many of whom are non-UK residents.
Serco Northlink said it had repeatedly offered to bridge the pay gap and backdate it, but Seatruck declined to accept.
Mr Yousaf said the new arrangements would come into force early next month subject to some financial and regulatory details being finalised.
He said: ""I'm very pleased to see an agreement in principle now in place to end this long running issue around the freight vessels serving the Northern Isles.
""The new charter basis will allow the wage issue to be resolved. Going forward, I can confirm that all crew members will be paid at least the minimum wage.""
Serco Northlink was awarded the six-year Â£243m Northern Isles contract in 2012.
It operates three ferries and two cargo boats to the Northern Isles on a route which is heavily subsidised by the Scottish government.",An agreement has been reached to ensure foreign workers on freight boats serving Orkney and Shetland are paid at least the minimum wage.,38591554
"The site's new owners, City & Country Group, have invited people to share their thoughts on what should happen to the 220-year-old building.
Some 320 inmates were held inside until March 2013 when it closed.
Helen Moore, from City & Country, said they wanted to deliver a new scheme which would play ""a significant role in the greater regeneration"" of the area.
Previous suggestions for the site, which is in the heart of the city and adjacent to Gloucester Docks, have included housing, a museum and a hotel complex.",Cells inside the redundant Gloucester Prison have been opened as part of a consultation on its future use.,32734004
"The money will be used for renewable energy projects with a particular focus on wave and tidal power generation.
Known as the Bryden Centre for Advanced Marine and Bio-Energy Research, it will recruit 34 PhD students and six post-doctoral research associates.
Funding is from the Interreg programme which supports projects in NI.
Some border counties of the Republic of Ireland and western Scotland also benefit from the Interreg programme.
Aside from marine energy projects the centre will focus on the anaerobic digestion of agri-food waste.
Match-funding for the projects has been provided by the Department for the Economy in Northern Ireland and the Department of Jobs, Enterprise and Innovation in the Irish Republic.
Partner organisations include the Ulster University, the Letterkenny Institute of Technology and the University of Highlands and Islands.
Gina McIntyre, the chief executive of the Special EU Programmes Body, which manages Interreg, said the project was aimed at tackling the low level of industry-relevant research and innovation in the local renewables sector.
""The Bryden Centre project will help address this issue by creating a new centre of competence made up of dedicated PhD students creating high quality research with strong commercial potential,"" Ms McIntyre added.
The Interreg programme has a total value of £240m, which is due to be distributed by 2020.",Queen's University in Belfast has been awarded more than £8m in research funding from an EU cross-Irish border scheme.,40691668
"The Dow Jones Industrial Average lost 20 points to end at 20,914.62, while the broader S&P 500 index dipped by just three points to finish at 2,378.23.
The tech-heavy Nasdaq Composite was unchanged at 5,901.
Among the individual shares to rise was jewellery firm Tiffany's after it reported better-than-expected results.
Strong demand in Japan and China, as well as higher prices, helped an overall rise in sales, but profit fell to $157.8m in the fourth quarter from $163.2m the same time last year.
Software company Adobe also saw its shares jump 3.8%, also after beating expectations with its earnings.","US shares dipped on Friday, as the rally prompted by the Federal Reserve's rate rise paused for breath.",39307538
